AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
110,-56,62,-43,98,80,0
109,-67,54,-36,101,53,0
121,-115,59,-40,112,71,0
109,-67,38,-22,102,94,0
107,-71,56,-37,102,79,0
124,-116,31,-17,114,97,0
76,-12,29,-15,71,61,0
106,-70,52,-34,98,76,0
101,-67,71,-51,93,50,0
109,-68,69,-49,96,74,0
108,-108,21,-9,98,65,0
103,-69,52,-33,95,77,0
116,-71,50,-31,104,75,0
120,-115,44,-27,110,79,0
123,-119,68,-48,113,82,0
117,-114,59,-40,110,80,0
123,-118,100,-85,118,80,0
106,-65,59,-40,100,70,0
112,-116,23,-11,116,107,0
107,-72,68,-49,106,77,0
104,-79,39,-23,100,68,0
121,-117,59,-40,116,87,0
107,-67,66,-47,104,70,0
107,-72,68,-49,106,77,0
96,-63,55,-36,93,69,0
105,-67,39,-22,95,76,0
125,-113,46,-28,113,81,0
106,-70,55,-36,98,80,0
94,-56,58,-39,91,68,0
75,-52,65,-46,76,41,0
100,-64,64,-44,90,64,0
122,-117,36,-20,118,98,0
123,-117,46,-28,119,88,0
124,-120,64,-44,120,82,0
111,-63,45,-27,97,64,0
109,-71,53,-35,98,74,0
124,-119,63,-44,115,94,0
116,-112,37,-21,111,78,0
118,-112,57,-38,110,72,0
106,-113,24,-11,110,86,0
115,-107,38,-22,103,84,0
104,-60,116,-108,82,53,0
108,-72,61,-41,106,86,0
84,-63,56,-38,94,70,0
90,-49,45,-28,81,50,0
111,-101,47,-29,96,75,0
117,-109,72,-53,107,72,0
114,-109,34,-19,108,91,0
124,-119,50,-32,123,87,0
104,-70,56,-37,96,75,0
81,-41,70,-51,83,53,0
122,-111,48,-30,113,100,0
115,-112,67,-48,101,106,0
106,-61,51,-33,97,62,0
121,-116,109,-98,106,87,0
122,-119,47,-30,121,94,0
120,-113,46,-29,109,77,0
124,-117,88,-71,112,83,0
121,-114,70,-50,113,82,0
123,-115,72,-52,112,88,0
109,-70,49,-31,110,80,0
103,-64,89,-71,99,69,0
103,-57,77,-58,91,67,0
79,-37,78,-59,77,48,0
108,-110,19,-7,103,80,0
122,-118,48,-30,117,96,0
105,-111,17,-6,109,80,0
119,-112,39,-23,107,81,0
96,-60,80,-61,89,82,0
94,-66,96,-80,98,90,0
83,-49,45,-28,85,48,0
120,-120,84,-66,111,101,0
105,-64,123,-120,85,51,0
119,-112,62,-42,107,81,0
85,-47,78,-59,84,68,0
58,-70,58,-39,74,82,0
82,-46,54,-35,81,55,0
122,-119,65,-46,118,87,0
123,-115,49,-31,106,69,0
100,-61,89,-72,96,90,0
90,-56,114,-105,79,64,0
99,-64,72,-53,89,79,0
92,-56,70,-51,81,84,0
82,-51,60,-41,79,48,0
96,-59,42,-25,89,58,0
120,-69,63,-44,97,64,0
122,-120,88,-71,113,100,0
105,-70,48,-30,103,75,0
81,-41,72,-53,81,61,0
109,-70,49,-31,97,77,0
126,-123,62,-43,123,99,0
118,-115,90,-73,112,89,0
107,-66,68,-48,98,68,0
120,-109,43,-26,109,84,0
124,-119,46,-29,113,84,0
116,-111,48,-30,109,67,0
110,-70,44,-27,102,86,0
120,-114,41,-24,115,91,0
121,-111,50,-32,114,79,0
126,-126,75,-56,124,108,0
95,-61,54,-36,89,62,0
122,-116,43,-26,112,102,0
105,-69,75,-56,94,72,0
98,-64,75,-55,92,64,0
95,-51,119,-113,77,44,0
107,-109,45,-28,115,101,0
107,-113,24,-11,108,85,0
87,-52,68,-49,86,62,0
119,-111,64,-45,111,92,0
120,-117,45,-27,118,88,0
120,-113,95,-78,112,69,0
115,-108,40,-23,105,86,0
123,-117,46,-28,119,88,0
124,-116,87,-69,113,78,0
117,-112,70,-51,103,87,0
108,-111,31,-17,105,77,0
119,-114,55,-36,113,74,0
122,-119,57,-38,119,84,0
119,-112,47,-29,104,65,0
119,-109,42,-25,106,78,0
93,-60,59,-40,91,67,0
89,-51,45,-27,83,54,0
94,-61,52,-34,92,61,0
96,-72,46,-29,101,86,0
109,-71,57,-38,103,74,0
107,-98,67,-47,100,75,0
89,-51,49,-31,88,68,0
106,-73,67,-47,104,77,0
100,-70,86,-68,97,65,0
110,-72,48,-30,103,86,0
112,-73,48,-30,110,83,0
123,-112,47,-29,113,69,0
107,-74,68,-49,104,80,0
119,-112,56,-37,106,64,0
116,-116,25,-12,113,92,0
122,-116,59,-40,112,82,0
93,-65,87,-69,91,56,0
106,-72,82,-63,104,89,0
118,-117,59,-40,112,81,0
92,-62,24,-11,91,57,0
108,-69,42,-25,102,69,0
106,-69,64,-45,105,76,0
91,-54,56,-37,83,62,0
107,-66,78,-59,96,66,0
122,-118,50,-32,116,101,0
109,-72,48,-30,103,90,0
121,-116,35,-20,113,100,0
115,-69,53,-34,108,76,0
120,-112,45,-27,108,90,0
96,-62,64,-45,93,59,0
121,-116,120,-115,110,68,0
108,-69,56,-37,96,66,0
101,-66,53,-35,95,64,0
96,-67,21,-9,99,90,0
122,-118,45,-28,118,91,0
110,-65,45,-27,98,59,0
107,-61,48,-30,103,86,0
118,-111,106,-93,103,75,0
109,-67,49,-31,100,61,0
95,-60,49,-31,97,73,0
109,-114,18,-7,108,83,0
89,-55,46,-28,85,50,0
105,-69,45,-27,97,67,0
82,-49,62,-43,76,51,0
123,-117,53,-35,117,94,0
121,-110,118,-111,102,78,0
81,-60,38,-22,84,58,0
121,-113,48,-30,117,84,0
122,-117,40,-23,119,99,0
120,-114,55,-36,110,81,0
100,-62,52,-34,92,61,0
104,-111,16,-6,108,80,0
121,-118,48,-31,114,70,0
106,-70,54,-35,100,75,0
73,-36,58,-39,71,44,0
99,-63,105,-92,92,50,0
95,-63,86,-68,88,58,0
119,-112,97,-81,107,90,0
79,-57,38,-22,90,70,0
119,-117,48,-30,110,82,0
120,-114,53,-34,107,74,0
126,-123,85,-66,122,107,0
93,-56,66,-46,90,53,0
103,-63,75,-56,96,59,0
116,-114,94,-77,96,86,0
111,-71,50,-32,105,83,0
103,-112,20,-8,109,82,0
110,-115,31,-16,111,83,0
101,-60,44,-27,92,75,0
120,-113,44,-27,113,94,0
107,-112,17,-6,107,79,0
124,-117,42,-25,115,94,0
94,-62,87,-69,91,61,0
118,-118,57,-38,114,63,0
122,-116,63,-44,116,86,0
111,-62,53,-34,93,71,0
102,-68,84,-66,99,63,0
117,-116,92,-75,108,97,0
102,-69,72,-53,96,68,0
77,-41,78,-59,74,59,0
118,-112,77,-58,109,79,0
123,-118,62,-43,117,93,0
82,-69,43,-26,100,76,0
116,-114,72,-53,105,90,0
76,-82,72,-53,82,92,0
96,-67,47,-29,94,63,0
105,-71,57,-38,102,77,0
122,-120,66,-47,118,89,0
78,-40,78,-59,75,49,0
118,-104,34,-19,103,81,0
109,-68,77,-58,98,82,0
110,-77,68,-49,107,79,0
112,-74,50,-32,109,85,0
80,-46,55,-36,82,55,0
98,-102,65,-46,95,62,0
122,-113,42,-25,113,97,0
110,-72,79,-60,105,93,0
83,-32,43,-26,74,54,0
117,-114,39,-23,111,89,0
102,-67,49,-31,94,77,0
120,-113,122,-118,104,67,0
125,-118,52,-33,119,92,0
114,-104,74,-55,95,74,0
124,-119,44,-26,126,111,0
123,-118,61,-42,118,93,0
122,-116,66,-47,107,81,0
121,-115,74,-54,109,74,0
121,-108,102,-88,105,95,0
94,-56,58,-39,91,68,0
118,-110,73,-53,109,74,0
125,-126,79,-60,124,107,0
114,-116,25,-12,116,90,0
119,-113,86,-68,101,96,0
121,-113,80,-61,114,89,0
88,-52,30,-15,85,62,0
124,-115,50,-32,121,90,0
122,-117,55,-36,117,106,0
121,-112,39,-22,109,76,0
119,-110,82,-63,107,69,0
92,-55,79,-60,91,56,0
107,-108,20,-8,99,64,0
125,-123,80,-61,119,107,0
120,-120,85,-67,107,99,0
123,-118,47,-29,117,98,0
120,-114,40,-23,113,86,0
107,-66,65,-46,105,80,0
104,-69,61,-42,96,63,0
95,-60,69,-49,82,70,0
110,-65,53,-35,98,82,0
119,-110,48,-30,112,76,0
117,-113,87,-69,110,72,0
98,-73,28,-14,105,88,0
121,-116,50,-32,116,71,0
117,-113,68,-49,101,95,0
92,-55,62,-43,89,64,0
124,-117,45,-28,116,101,0
109,-119,63,-44,113,69,0
77,-43,65,-45,77,51,0
123,-121,73,-54,120,93,0
123,-115,48,-30,122,90,0
84,-46,81,-62,79,50,0
106,-69,46,-29,107,84,0
116,-107,71,-52,99,90,0
114,-108,50,-31,102,82,0
91,-65,22,-10,97,56,0
106,-112,18,-7,108,82,0
121,-121,99,-84,114,92,0
120,-120,90,-73,118,102,0
120,-111,44,-27,107,82,0
108,-69,42,-25,102,69,0
116,-113,30,-16,112,92,0
122,-113,32,-17,111,89,0
108,-55,51,-33,94,50,0
104,-112,15,-5,109,81,0
111,-114,85,-67,111,69,0
121,-114,55,-36,117,78,0
94,-56,59,-40,88,50,0
109,-110,90,-73,103,65,0
103,-72,53,-35,101,68,0
121,-114,42,-25,113,86,0
88,-44,74,-54,76,46,0
115,-106,56,-37,100,64,0
121,-113,40,-24,114,89,0
111,-72,46,-29,105,87,0
91,-57,55,-37,88,60,0
123,-117,59,-40,117,85,0
124,-117,81,-63,115,89,0
106,-68,53,-35,99,77,0
122,-119,50,-32,112,93,0
121,-118,44,-27,116,102,0
106,-66,121,-117,88,57,0
97,-66,87,-69,92,58,0
109,-115,54,-35,118,83,0
121,-111,55,-36,110,90,0
115,-106,59,-40,106,66,0
101,-66,61,-41,98,64,0
103,-65,73,-53,89,59,0
107,-70,41,-24,108,80,0
106,-112,20,-9,109,83,0
103,-67,50,-32,97,70,0
75,-11,23,-10,75,60,0
106,-69,53,-35,98,77,0
105,-67,65,-46,95,69,0
123,-117,47,-29,115,99,0
107,-63,48,-30,104,87,0
97,-58,55,-36,90,56,0
88,-57,69,-50,92,57,0
121,-113,41,-24,112,96,0
99,-63,56,-37,95,59,0
87,-57,54,-36,96,65,0
111,-118,51,-32,115,80,0
123,-119,49,-31,118,99,0
124,-119,41,-24,123,99,0
92,-60,49,-31,86,57,0
86,-44,61,-42,84,57,0
121,-115,59,-40,116,71,0
124,-118,47,-29,118,87,0
123,-118,73,-54,116,71,0
94,-63,49,-31,95,69,0
111,-69,38,-21,102,90,0
115,-114,46,-28,105,78,0
122,-117,51,-33,115,85,0
122,-114,45,-28,112,82,0
92,-54,86,-68,82,52,0
48,-68,53,-35,75,73,0
85,-67,47,-29,98,62,0
105,-68,67,-48,92,74,0
120,-114,39,-23,115,90,0
67,-75,60,-40,80,71,0
103,-67,65,-45,85,75,0
66,-66,78,-59,78,73,0
106,-72,80,-61,107,97,0
102,-66,66,-46,95,71,0
96,-61,69,-50,87,68,0
121,-119,51,-33,115,92,0
120,-118,67,-48,117,85,0
116,-110,75,-55,106,73,0
78,-42,28,-14,79,71,0
110,-113,16,-6,109,98,0
122,-113,48,-30,112,70,0
118,-108,104,-91,100,87,0
121,-116,64,-45,110,78,0
103,-62,79,-60,92,76,0
119,-115,52,-33,110,74,0
110,-112,19,-7,108,80,0
103,-71,45,-27,102,62,0
107,-73,71,-52,103,77,0
96,-63,103,-89,86,48,0
119,-120,71,-51,116,95,0
117,-112,39,-22,111,80,0
123,-111,35,-20,109,79,0
125,-122,56,-37,122,101,0
110,-67,47,-30,103,80,0
119,-115,40,-24,117,76,0
109,-69,48,-30,106,78,0
112,-66,45,-27,101,66,0
103,-70,54,-36,100,76,0
120,-115,42,-25,113,104,0
121,-110,42,-25,114,80,0
107,-96,70,-50,92,51,0
87,-53,84,-66,85,62,0
81,-48,78,-59,76,72,0
120,-122,103,-89,114,99,0
90,-59,41,-24,98,75,0
118,-112,37,-21,112,80,0
96,-68,41,-25,95,66,0
122,-114,43,-26,110,76,0
100,-60,67,-48,85,53,0
110,-114,88,-70,105,70,0
119,-115,55,-36,114,80,0
109,-65,43,-26,101,74,0
82,-46,54,-35,81,55,0
101,-65,39,-23,97,90,0
87,-65,42,-25,101,76,0
119,-116,89,-72,103,95,0
109,-111,15,-5,106,77,0
102,-66,82,-63,98,86,0
125,-122,54,-36,123,102,0
124,-119,96,-80,115,99,0
91,-63,29,-15,95,80,0
118,-113,55,-36,111,79,0
103,-67,49,-31,95,71,0
108,-67,54,-36,104,63,0
120,-116,41,-24,116,90,0
125,-118,53,-34,118,90,0
99,-66,45,-28,95,74,0
114,-108,68,-49,98,97,0
118,-116,58,-39,111,84,0
106,-68,43,-26,98,81,0
121,-112,70,-50,112,81,0
123,-115,56,-37,111,96,0
92,-59,31,-17,95,80,0
109,-105,42,-25,100,71,0
122,-118,67,-48,116,82,0
125,-124,78,-59,124,103,0
122,-74,88,-70,107,109,0
101,-67,67,-48,99,68,0
122,-120,89,-71,115,86,0
97,-68,26,-13,99,73,0
113,-74,39,-23,108,98,0
99,-67,44,-27,93,76,0
123,-117,56,-37,118,107,0
122,-118,74,-55,116,105,0
119,-114,40,-23,114,90,0
109,-67,53,-34,101,54,0
110,-72,40,-24,107,92,0
119,-116,75,-55,112,73,0
111,-70,38,-22,103,92,0
111,-74,47,-29,105,86,0
88,-60,46,-28,97,79,0
106,-69,124,-122,92,69,0
122,-116,42,-25,119,92,0
111,-57,46,-29,96,60,0
118,-113,52,-33,112,78,0
104,-67,111,-101,86,58,0
111,-117,42,-25,110,99,0
81,-39,74,-55,80,62,0
121,-116,52,-33,115,101,0
106,-64,40,-23,94,70,0
94,-60,53,-35,89,82,0
121,-116,42,-25,116,92,0
106,-63,50,-32,100,73,0
107,-72,61,-42,108,76,0
124,-117,66,-47,118,101,0
103,-63,96,-80,90,48,0
122,-121,94,-77,118,115,0
107,-71,84,-66,100,65,0
105,-67,60,-40,104,60,0
120,-115,47,-29,116,83,0
109,-111,18,-7,103,81,0
118,-116,45,-27,109,88,0
100,-58,46,-29,94,71,0
120,-120,106,-93,108,88,0
109,-105,42,-25,98,68,0
120,-116,55,-36,113,82,0
50,-32,58,-39,61,66,0
119,-113,121,-116,102,66,0
114,-98,45,-28,99,70,0
119,-113,50,-32,112,73,0
58,-21,70,-51,52,29,0
108,-71,80,-61,105,95,0
120,-109,76,-57,106,72,0
80,-40,70,-51,81,51,0
110,-66,46,-28,99,81,0
122,-113,49,-31,111,104,0
107,-69,56,-38,106,74,0
103,-74,53,-34,108,65,0
102,-69,87,-69,98,64,0
126,-124,58,-39,123,101,0
123,-119,61,-42,116,90,0
121,-117,64,-45,112,85,0
99,-90,41,-24,88,84,0
98,-58,46,-29,83,61,0
82,-45,78,-59,76,48,0
118,-114,59,-40,106,63,0
120,-113,46,-28,107,82,0
124,-114,33,-18,117,99,0
109,-67,56,-38,100,63,0
110,-66,44,-26,104,84,0
123,-120,97,-82,119,76,0
109,-72,91,-74,103,69,0
121,-121,42,-25,121,92,0
81,-48,79,-60,77,49,0
91,-67,24,-11,102,79,0
111,-114,22,-10,115,102,0
93,-58,81,-62,90,80,0
104,-75,73,-53,105,74,0
96,-60,60,-41,93,57,0
111,-71,37,-21,105,98,0
101,-66,83,-65,94,64,0
84,-23,125,-123,47,17,0
80,-45,78,-59,81,64,0
112,-111,27,-13,109,85,0
114,-109,73,-53,97,98,0
89,-32,98,-82,83,50,0
95,-55,54,-36,84,59,0
99,-69,97,-81,102,83,0
122,-116,44,-27,118,91,0
110,-70,40,-24,105,81,0
108,-72,72,-52,101,83,0
105,-71,53,-35,99,69,0
98,-109,75,-56,98,50,0
119,-115,68,-49,107,71,0
120,-117,73,-53,113,82,0
108,-71,67,-47,106,72,0
91,-59,42,-25,98,76,0
119,-111,103,-89,103,90,0
120,-113,54,-36,111,73,0
117,-112,36,-21,111,94,0
108,-71,40,-23,104,78,0
123,-117,41,-24,117,94,0
117,-113,90,-72,106,97,0
111,-115,30,-16,113,87,0
122,-120,61,-41,115,91,0
106,-111,25,-12,109,83,0
103,-63,46,-29,87,64,0
87,-51,74,-54,84,55,0
122,-119,53,-35,115,92,0
109,-67,39,-22,103,68,0
111,-101,42,-25,92,60,0
107,-65,119,-113,86,62,0
99,-69,74,-55,93,83,0
122,-116,68,-48,119,83,0
96,-71,43,-25,107,85,0
100,-67,44,-27,95,77,0
79,-44,56,-37,76,56,0
48,-68,51,-33,64,54,0
120,-117,55,-36,113,68,0
123,-115,47,-29,122,94,0
118,-118,25,-12,116,92,0
98,-69,70,-51,98,65,0
96,-66,72,-53,95,63,0
116,-114,72,-53,105,90,0
109,-71,45,-28,101,93,0
110,-72,39,-22,106,87,0
86,-45,75,-56,89,68,0
97,-57,46,-29,93,72,0
101,-64,42,-25,102,75,0
105,-67,53,-35,94,77,0
123,-112,48,-30,116,74,0
106,-68,43,-25,100,83,0
103,-67,53,-35,98,77,0
117,-109,72,-53,107,72,0
106,-68,63,-44,106,67,0
120,-115,44,-27,110,79,0
123,-118,41,-24,119,91,0
105,-115,24,-11,113,90,0
121,-114,42,-25,112,98,0
105,-67,47,-29,99,63,0
118,-114,57,-38,109,86,0
103,-67,52,-34,98,77,0
118,-113,54,-35,113,79,0
123,-120,49,-31,114,84,0
107,-109,46,-29,113,101,0
103,-62,77,-58,92,78,0
114,-67,40,-23,105,80,0
122,-118,74,-55,115,103,0
98,-57,54,-35,89,56,0
109,-68,48,-30,103,80,0
92,-54,81,-62,90,69,0
108,-107,32,-17,104,78,0
105,-68,75,-55,94,70,0
119,-119,98,-83,116,98,0
104,-69,64,-44,101,71,0
122,-115,46,-28,118,105,0
106,-73,55,-36,102,69,0
121,-120,44,-27,117,104,0
122,-112,36,-20,112,81,0
122,-116,51,-33,113,90,0
119,-116,75,-55,112,73,0
83,-60,21,-9,95,67,0
114,-67,40,-23,105,80,0
100,-63,56,-37,92,60,0
85,-55,27,-14,90,56,0
115,-114,46,-29,108,70,0
102,-66,86,-68,90,61,0
101,-66,48,-30,92,60,0
86,-56,48,-30,87,66,0
89,-49,53,-35,86,69,0
109,-112,28,-14,111,76,0
121,-112,58,-39,111,52,0
114,-113,17,-6,115,90,0
110,-70,82,-63,103,93,0
120,-118,41,-24,123,79,0
122,-112,47,-30,115,101,0
99,-66,53,-35,98,73,0
117,-114,53,-35,115,63,0
114,-107,80,-61,109,73,0
109,-71,50,-32,103,80,0
99,-64,72,-53,89,79,0
124,-117,66,-47,118,101,0
82,-50,57,-38,86,66,0
108,-72,47,-29,103,93,0
120,-112,55,-36,106,73,0
106,-72,48,-30,99,79,0
108,-75,94,-77,102,85,0
88,-56,70,-51,87,61,0
103,-72,74,-54,101,77,0
109,-109,41,-24,111,96,0
107,-69,55,-36,99,78,0
105,-63,53,-34,101,75,0
109,-67,48,-30,105,88,0
95,-62,47,-30,88,60,0
112,-114,58,-39,108,84,0
109,-69,54,-35,101,63,0
71,-81,65,-46,78,73,0
109,-64,44,-27,100,65,0
103,-67,87,-69,96,65,0
105,-65,57,-38,97,62,0
85,-45,54,-35,83,55,0
95,-61,75,-56,91,60,0
93,-69,38,-22,99,69,0
115,-114,25,-12,115,92,0
120,-112,47,-29,110,86,0
107,-67,102,-88,94,78,0
85,-51,78,-59,78,56,0
108,-66,47,-29,105,80,0
123,-110,46,-28,118,81,0
118,-115,60,-41,110,81,0
123,-117,69,-49,113,80,0
97,-65,87,-70,97,79,0
106,-73,63,-44,106,71,0
109,-112,22,-10,107,84,0
113,-66,52,-34,103,66,0
103,-65,85,-67,95,85,0
101,-62,61,-42,92,60,0
96,-64,73,-54,88,48,0
119,-113,52,-34,109,62,0
105,-73,68,-49,106,78,0
116,-118,94,-78,108,108,0
126,-126,93,-77,125,120,0
94,-58,84,-65,91,59,0
103,-105,45,-27,103,84,0
101,-63,78,-59,90,66,0
110,-68,42,-25,102,82,0
110,-113,16,-6,109,98,0
114,-112,77,-58,102,93,0
120,-115,48,-30,114,82,0
126,-124,60,-40,126,103,0
103,-69,79,-60,97,83,0
109,-110,18,-7,105,80,0
124,-122,87,-69,116,100,0
102,-62,75,-56,95,78,0
114,-119,69,-49,116,115,0
110,-70,42,-25,108,93,0
113,-110,29,-15,105,82,0
123,-118,41,-24,121,96,0
104,-69,57,-38,95,76,0
121,-112,40,-23,109,88,0
122,-119,53,-35,116,84,0
122,-119,60,-41,117,89,0
75,-57,44,-26,88,65,0
117,-116,96,-81,106,91,0
100,-70,47,-30,98,78,0
108,-67,64,-45,99,81,0
103,-65,73,-53,89,59,0
104,-70,74,-54,103,77,0
99,-67,49,-31,95,62,0
103,-70,52,-34,102,80,0
115,-109,61,-42,103,80,0
89,-42,73,-54,88,69,0
94,-66,34,-19,97,73,0
117,-113,66,-46,101,95,0
69,-27,66,-47,65,52,0
122,-111,48,-30,109,89,0
122,-122,90,-72,120,101,0
102,-68,54,-35,99,75,0
104,-113,20,-8,113,79,0
103,-63,58,-39,96,63,0
100,-112,21,-9,108,80,0
120,-115,58,-39,113,68,0
111,-60,50,-32,98,56,0
102,-70,92,-76,100,76,0
122,-119,63,-44,117,84,0
82,-49,72,-52,78,42,0
123,-75,90,-73,105,105,0
122,-121,59,-40,119,94,0
118,-110,47,-29,110,80,0
95,-57,60,-41,91,64,0
84,-49,82,-63,78,52,0
121,-119,56,-37,114,94,0
117,-114,55,-36,117,65,0
110,-115,31,-16,110,82,0
120,-115,63,-44,108,87,0
121,-117,58,-39,110,89,0
117,-112,74,-55,106,74,0
107,-68,50,-32,103,84,0
120,-115,41,-25,114,83,0
111,-70,36,-20,105,87,0
110,-69,83,-64,111,97,0
119,-111,41,-24,113,94,0
85,-51,58,-39,83,56,0
105,-67,50,-32,98,82,0
115,-109,67,-48,97,96,0
97,-65,47,-29,95,71,0
119,-115,60,-41,109,84,0
123,-117,84,-65,117,86,0
82,-22,67,-48,76,58,0
84,-64,39,-23,95,72,0
122,-114,52,-33,111,86,0
120,-117,42,-25,120,77,0
85,-66,49,-31,97,78,0
116,-108,62,-42,97,86,0
105,-64,45,-28,97,79,0
110,-71,40,-23,102,94,0
119,-110,63,-43,107,81,0
103,-65,72,-52,90,54,0
118,-120,89,-72,110,94,0
121,-115,49,-31,103,79,0
115,-111,93,-76,104,93,0
123,-121,75,-55,118,106,0
102,-91,42,-25,92,86,0
122,-118,48,-30,118,95,0
123,-118,98,-83,118,75,0
124,-116,33,-18,114,98,0
97,-61,79,-60,98,64,0
121,-116,46,-29,117,87,0
124,-119,117,-110,104,76,0
76,-43,76,-57,76,37,0
119,-117,76,-57,109,78,0
121,-121,94,-78,122,105,0
121,-117,51,-33,114,79,0
105,-65,42,-25,99,83,0
117,-113,38,-21,110,82,0
120,-113,48,-30,108,71,0
107,-67,41,-24,97,72,0
103,-66,74,-55,91,57,0
104,-70,44,-27,103,74,0
121,-115,97,-82,109,102,0
120,-117,78,-58,117,76,0
97,-65,59,-40,97,66,0
95,-61,46,-28,89,68,0
113,-73,41,-24,109,100,0
99,-66,56,-37,87,64,0
90,-58,60,-40,84,55,0
104,-65,62,-43,94,72,0
124,-120,46,-29,120,91,0
94,-59,84,-65,92,60,0
102,-68,52,-34,95,70,0
119,-113,27,-13,111,78,0
99,-64,47,-29,98,74,0
106,-72,52,-34,103,80,0
109,-67,40,-23,100,79,0
123,-113,44,-27,112,85,0
101,-67,70,-51,91,49,0
109,-57,55,-36,93,70,0
103,-68,78,-59,98,81,0
122,-114,34,-18,116,77,0
111,-114,85,-67,110,70,0
108,-67,63,-43,105,70,0
107,-67,46,-29,102,77,0
107,-70,41,-24,102,85,0
122,-122,83,-64,117,88,0
110,-108,92,-75,102,67,0
103,-67,43,-26,98,69,0
122,-117,41,-25,114,95,0
106,-72,47,-29,100,79,0
126,-123,80,-61,124,106,0
126,-122,81,-62,119,103,0
105,-67,51,-32,104,93,0
122,-118,59,-40,119,91,0
115,-70,49,-31,101,77,0
120,-113,46,-29,109,77,0
121,-116,52,-34,114,96,0
123,-115,58,-39,109,80,0
90,-61,68,-49,92,59,0
120,-110,45,-27,108,72,0
124,-114,45,-27,119,92,0
114,-114,110,-100,95,83,0
111,-115,86,-68,110,71,0
122,-119,62,-42,118,89,0
106,-118,50,-32,113,89,0
122,-116,45,-28,114,92,0
102,-71,72,-52,98,68,0
117,-113,78,-59,103,89,0
121,-117,96,-80,112,76,0
107,-71,44,-27,105,91,0
119,-108,103,-89,102,89,0
78,-45,56,-37,74,52,0
105,-69,72,-53,94,72,0
120,-116,61,-42,110,81,0
110,-65,34,-18,100,84,0
114,-116,26,-12,120,104,0
105,-64,54,-35,96,67,0
110,-117,55,-37,120,82,0
118,-117,89,-72,109,99,0
124,-118,37,-21,118,96,0
80,-62,43,-26,90,66,0
121,-115,61,-42,113,83,0
90,-60,47,-29,91,69,0
122,-120,54,-35,117,96,0
106,-110,16,-6,103,79,0
105,-76,71,-51,105,71,0
114,-117,26,-12,115,94,0
104,-106,67,-48,95,68,0
122,-118,64,-45,115,87,0
98,-58,85,-67,96,101,0
102,-70,83,-64,101,68,0
121,-112,49,-31,108,82,0
103,-112,19,-7,109,81,0
95,-68,48,-30,98,72,0
121,-116,65,-46,110,77,0
120,-118,67,-48,117,85,0
96,-68,19,-8,100,91,0
117,-113,108,-96,104,95,0
111,-109,69,-50,97,97,0
105,-113,17,-6,104,75,0
118,-112,45,-27,110,86,0
117,-114,59,-40,103,87,0
120,-112,58,-39,113,91,0
94,-68,46,-29,98,71,0
113,-117,25,-12,113,93,0
86,-53,49,-31,91,60,0
91,-68,25,-12,98,67,0
98,-66,61,-42,96,71,0
122,-117,77,-58,113,91,0
105,-70,50,-32,99,75,0
124,-114,40,-24,111,92,0
107,-110,34,-19,105,96,0
102,-113,20,-9,108,83,0
83,-52,79,-60,79,46,0
116,-104,41,-25,100,61,0
122,-116,41,-24,114,103,0
124,-121,60,-41,120,94,0
97,-61,70,-51,86,56,0
123,-121,53,-34,122,86,0
76,-41,56,-37,78,52,0
78,-39,62,-43,79,59,0
109,-68,53,-35,102,65,0
78,-41,72,-53,75,56,0
114,-112,77,-58,102,93,0
95,-62,84,-66,98,57,0
111,-69,77,-58,102,86,0
85,-55,73,-54,89,50,0
119,-114,39,-23,112,89,0
111,-66,46,-28,100,65,0
102,-65,59,-40,91,60,0
104,-65,92,-75,98,71,0
85,-60,39,-23,92,66,0
113,-113,20,-8,114,89,0
93,-59,51,-32,87,80,0
124,-116,64,-45,115,78,0
101,-61,65,-45,93,71,0
119,-109,41,-25,111,91,0
103,-69,51,-33,105,78,0
106,-110,33,-18,108,96,0
106,-67,46,-29,100,82,0
109,-76,71,-52,108,85,0
101,-66,52,-34,98,77,0
99,-66,48,-30,94,76,0
122,-117,36,-20,118,98,0
103,-91,42,-25,95,89,0
87,-45,76,-57,90,69,0
121,-119,60,-41,118,74,0
109,-111,18,-7,103,81,0
109,-67,56,-38,103,63,0
122,-117,41,-25,118,89,0
103,-69,89,-71,98,65,0
92,-56,50,-32,90,61,0
121,-115,73,-53,115,85,0
118,-112,85,-66,101,95,0
110,-114,19,-8,109,84,0
108,-73,44,-27,103,90,0
122,-117,62,-42,119,84,0
124,-118,48,-30,112,87,0
104,-64,57,-38,100,49,0
117,-114,38,-21,113,90,0
100,-66,47,-29,91,59,0
97,-66,56,-37,94,71,0
103,-91,42,-25,95,89,0
122,-119,53,-35,116,84,0
123,-119,60,-40,119,89,0
116,-73,41,-24,105,67,0
103,-70,52,-34,97,69,0
125,-119,67,-48,120,94,0
85,-52,39,-23,89,70,0
98,-71,48,-30,102,68,0
84,-58,28,-14,93,66,0
94,-72,40,-23,103,82,0
104,-66,55,-36,96,70,0
85,-50,82,-64,84,58,0
108,-67,42,-25,101,68,0
124,-110,34,-18,112,77,0
110,-96,47,-30,96,66,0
119,-116,89,-72,103,95,0
109,-109,40,-24,113,97,0
111,-114,30,-15,118,80,0
95,-73,42,-25,107,85,0
93,-58,49,-31,94,63,0
111,-54,44,-27,93,63,0
111,-71,43,-26,101,85,0
116,-113,102,-88,95,79,0
